"classification_id","subject_ids","user_name","workflow_version","task_index","task","task_label","value","total_submissions","submission_index","choice","choice.1","Number","SnowDepth","Young","Antlers","Precipitation","behavior_CLIMBING","behavior_DIGGING","behavior_FLYING","behavior_FORAGINGEATING","behavior_INTERACTING","behavior_OTHER","behavior_SITTINGSTANDINGLYING","behavior_WALKINGRUNNING","user_name","workflow_id","workflow_version","ForestType","ForestName","Image1","Image2","Image3","Camera","SDCard","PhotoBatch","Class_Round"
"155774367",31429040,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","2030CM","NO","NO","NO",0,0,0,0,0,0,0,1,"keandy16","9599","123.17","Pine ","DEG","29_19_DEG_0340.JPG","29_19_DEG_0341.JPG","29_19_DEG_0342.JPG","29","19","1","1"
"155774505",31428560,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,"1","010CM","NO",NA,"NO",0,0,0,0,0,0,0,1,"keandy16","9599","123.17","Deciduous ","BC","17_24_BC_000094.JPG","17_24_BC_000095.JPG","17_24_BC_000096.JPG","17","24","1","1"
"155774575",31428707,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""FISHER"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"FISHER",NA,"1",NA,"NO",NA,"NO",0,0,0,0,0,0,1,0,"keandy16","9599","123.17","Pine ","WF","22_18_WF_0013.JPG","22_18_WF_0014.JPG","22_18_WF_0015.JPG","22","18","1","1"
"155774655",31428671,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keandy16","9599","123.17","Deciduous ","DON","21_21_DON_0087.JPG","21_21_DON_0088.JPG","21_21_DON_0089.JPG","21","21","1","1"
"155774737",31428341,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""FORAGINGEATING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,"1","010CM","NO",NA,"NO",0,0,0,1,0,0,0,1,"keandy16","9599","123.17","Deciduous ","BC","11_13_BC_000079.JPG","11_13_BC_000080.JPG","11_13_BC_000081.JPG","11","13","1","1"
"155774826",31428617,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"", ""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,"1","3040CM","NO",NA,"NO",0,0,0,1,0,0,1,0,"keandy16","9599","123.17","Deciduous ","BC","17_24_BC_000265.JPG","17_24_BC_000266.JPG","17_24_BC_000267.JPG","17","24","1","1"
"155774867",31428683,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keandy16","9599","123.17","Deciduous ","DON","21_21_DON_0123.JPG","21_21_DON_0124.JPG","21_21_DON_0125.JPG","21","21","1","1"
"155774962",31428516,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keandy16","9599","123.17","Pine ","DEG","15_14_DEG_000205.JPG","15_14_DEG_000206.JPG","15_14_DEG_000207.JPG","15","14","1","1"
"155775099",31429132,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","010CM","NO","NO","NO",0,0,0,0,0,0,0,1,"keandy16","9599","123.17","Pine ","WHIP","32_17_WHIP_0007.JPG","32_17_WHIP_0008.JPG","32_17_WHIP_0009.JPG","32","17","1","1"
"155775176",31428351,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,"1","010CM","NO",NA,"NO",0,0,0,0,0,0,1,0,"keandy16","9599","123.17","Deciduous ","BC","11_13_BC_000109.JPG","11_13_BC_000110.JPG","11_13_BC_000111.JPG","11","13","1","1"
"155775260",31428553,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""CLIMBING"", ""FORAGINGEATING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,"1",NA,"NO",NA,"NO",1,0,0,1,0,0,0,0,"keandy16","9599","123.17","Deciduous ","BC","17_24_BC_000073.JPG","17_24_BC_000074.JPG","17_24_BC_000075.JPG","17","24","1","1"
"155775324",31429139,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""FISHER"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"FISHER",NA,"1","010CM",NA,NA,"NO",0,0,0,0,0,0,0,1,"keandy16","9599","123.17","Pine ","WHIP","32_17_WHIP_0028.JPG","32_17_WHIP_0029.JPG","32_17_WHIP_0030.JPG","32","17","1","1"
"155775439",31428626,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","010CM","NO","NO","NO",0,0,0,0,0,0,0,1,"keandy16","9599","123.17","Pine ","WHIP","18_16_WHIP_000019.JPG","18_16_WHIP_000020.JPG","18_16_WHIP_000021.JPG","18","16","1","1"
"155775590",31428824,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""HUMAN"", answers = list(HOWMANY = ""1"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"HUMAN",NA,"1",NA,NA,NA,"NO",0,0,0,0,0,0,1,0,"keandy16","9599","123.17","Pine ","WF","22_18_WF_0373.JPG","22_18_WF_0374.JPG","22_18_WF_0375.JPG","22","18","1","1"
"155775646",31428605,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keandy16","9599","123.17","Deciduous ","BC","17_24_BC_000229.JPG","17_24_BC_000230.JPG","17_24_BC_000231.JPG","17","24","1","1"
"155775739",31428951,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","010CM","NO","NO","NO",0,0,0,1,0,0,0,0,"keandy16","9599","123.17","Pine ","DEG","29_19_DEG_0055.JPG","29_19_DEG_0056.JPG","NA","29","19","1","1"
"155775809",31428591,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","010CM","NO","NO","NO",0,0,0,0,0,0,0,1,"keandy16","9599","123.17","Deciduous ","BC","17_24_BC_000187.JPG","17_24_BC_000188.JPG","17_24_BC_000189.JPG","17","24","1","1"
"155775901",31428386,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","2030CM","NO","NO","YES",0,0,0,0,0,0,1,0,"keandy16","9599","123.17","Deciduous ","BC","11_13_BC_000217.JPG","11_13_BC_000218.JPG","11_13_BC_000219.JPG","11","13","1","1"
"155775968",31429046,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","2030CM","NO","NO","NO",0,0,0,0,0,0,0,1,"keandy16","9599","123.17","Pine ","DEG","29_19_DEG_0358.JPG","29_19_DEG_0359.JPG","29_19_DEG_0360.JPG","29","19","1","1"
"155776038",31428475,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","1020CM","NO",NA,"NO",0,0,0,0,0,0,0,1,"keandy16","9599","123.17","Pine ","DEG","15_14_DEG_000076.JPG","15_14_DEG_000077.JPG","15_14_DEG_000078.JPG","15","14","1","1"
"155776128",31429063,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1",NA,"NO",NA,"YES",0,0,0,0,0,0,0,1,"keandy16","9599","123.17","Pine ","DEG","29_19_DEG_0409.JPG","29_19_DEG_0410.JPG","29_19_DEG_0411.JPG","29","19","1","1"
"155776192",31429159,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","2030CM","NO",NA,"NO",0,0,0,0,0,0,0,1,"keandy16","9599","123.17","Pine ","WF","33_01_WF_0013.JPG","33_01_WF_0014.JPG","33_01_WF_0015.JPG","33","1","1","1"
"155776274",31428781,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","2030CM","NO","NO","NO",0,0,0,0,0,0,1,0,"keandy16","9599","123.17","Pine ","WF","22_18_WF_0241.JPG","22_18_WF_0242.JPG","22_18_WF_0243.JPG","22","18","1","1"
"155776327",31428548,"keandy16",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"keandy16","9599","123.17","Deciduous ","BC","17_24_BC_000058.JPG","17_24_BC_000059.JPG","17_24_BC_000060.JPG","17","24","1","1"
"155852382",31429033,"barthelmess",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","3040CM","NO","NO","NO",0,0,0,0,0,0,0,1,"barthelmess","9599","123.17","Pine ","DEG","29_19_DEG_0319.JPG","29_19_DEG_0320.JPG","29_19_DEG_0321.JPG","29","19","1","1"
"155864081",31429042,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donovan.Spaulding","9599","123.17","Pine ","DEG","29_19_DEG_0346.JPG","29_19_DEG_0347.JPG","29_19_DEG_0348.JPG","29","19","1","1"
"155864294",31428640,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","1020CM","NO","NO","YES",0,0,0,0,0,0,0,1,"Donovan.Spaulding","9599","123.17","Pine ","WHIP","18_16_WHIP_000061.JPG","18_16_WHIP_000062.JPG","18_16_WHIP_000063.JPG","18","16","1","1"
"155864411",31429125,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""HUMAN"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", PRECIPITATIONRAINSNOW = ""NO""), filters = list()))",1,1,"HUMAN",NA,"1","3040CM",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,"Donovan.Spaulding","9599","123.17","Pine ","WHIP","31_06_WHIP_0061.JPG","31_06_WHIP_0062.JPG","31_06_WHIP_0063.JPG","31","6","1","1"
"155864506",31429009,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","1020CM","NO","NO","NO",0,0,0,0,0,0,0,1,"Donovan.Spaulding","9599","123.17","Pine ","DEG","29_19_DEG_0247.JPG","29_19_DEG_0248.JPG","29_19_DEG_0249.JPG","29","19","1","1"
"155864561",31429207,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1",NA,"NO","NO","NO",0,0,0,0,0,0,0,1,"Donovan.Spaulding","9599","123.17","Pine ","WF","33_01_WF_0169.JPG","33_01_WF_0170.JPG","33_01_WF_0171.JPG","33","1","1","1"
"155864636",31428349,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donovan.Spaulding","9599","123.17","Deciduous ","BC","11_13_BC_000103.JPG","11_13_BC_000104.JPG","11_13_BC_000105.JPG","11","13","1","1"
"155864801",31428990,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","010CM","NO","NO",NA,0,0,0,0,0,0,0,1,"Donovan.Spaulding","9599","123.17","Pine ","DEG","29_19_DEG_0190.JPG","29_19_DEG_0191.JPG","NA","29","19","1","1"
"155864844",31428520,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","2030CM","NO",NA,NA,0,0,0,0,0,0,1,0,"Donovan.Spaulding","9599","123.17","Pine ","DEG","15_14_DEG_000217.JPG","15_14_DEG_000218.JPG","15_14_DEG_000219.JPG","15","14","1","1"
"155864862",31428710,"not-logged-in-6f81ae374d09283ea787",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1",NA,"NO","NO","NO",0,0,0,0,0,0,0,1,"not-logged-in-6f81ae374d09283ea787","9599","123.17","Pine ","WF","22_18_WF_0022.JPG","22_18_WF_0023.JPG","22_18_WF_0024.JPG","22","18","1","1"
"155864949",31429137,"not-logged-in-6f81ae374d09283ea787",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1",NA,"NO","NO","NO",0,0,0,0,0,0,0,1,"not-logged-in-6f81ae374d09283ea787","9599","123.17","Pine ","WHIP","32_17_WHIP_0022.JPG","32_17_WHIP_0023.JPG","32_17_WHIP_0024.JPG","32","17","1","1"
"155865029",31428296,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donovan.Spaulding","9599","123.17","Pine ","WF","04_26_WF_000016.JPG","04_26_WF_000017.JPG","04_26_WF_000018.JPG","4","26","1","1"
"155865124",31429055,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","2030CM","NO","NO","NO",0,0,0,0,0,0,0,1,"Donovan.Spaulding","9599","123.17","Pine ","DEG","29_19_DEG_0385.JPG","29_19_DEG_0386.JPG","29_19_DEG_0387.JPG","29","19","1","1"
"155865332",31429050,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""3040CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","3040CM","NO","NO","NO",0,0,0,0,0,0,0,1,"Donovan.Spaulding","9599","123.17","Pine ","DEG","29_19_DEG_0370.JPG","29_19_DEG_0371.JPG","29_19_DEG_0372.JPG","29","19","1","1"
"155865681",31428838,"Donovan.Spaulding",123.17,1,"T0",NA,"list(list(choice = ""COYOTE"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"COYOTE",NA,"1","010CM","NO",NA,"NO",0,0,0,0,0,0,0,1,"Donovan.Spaulding","9599","123.17","Deciduous ","SH","23_03_SH_0040.JPG","23_03_SH_0041.JPG","23_03_SH_0042.JPG","23","3","1","1"
"155866286",31428941,"BMAC965",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""2"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"2","1020CM","NO","NO","NO",0,0,0,0,0,0,0,1,"BMAC965","9599","123.17","Pine ","DEG","29_19_DEG_0025.JPG","29_19_DEG_0026.JPG","29_19_DEG_0027.JPG","29","19","1","1"
"155866542",31428543,"BMAC965",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""YES"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1",NA,"NO","YES","NO",0,0,0,0,0,0,0,1,"BMAC965","9599","123.17","Deciduous ","BC","17_24_BC_000043.JPG","17_24_BC_000044.JPG","17_24_BC_000045.JPG","17","24","1","1"
"155866694",31428837,"BMAC965",123.17,1,"T0",NA,"list(list(choice = ""RACCOON"", answers = list(HOWMANY = ""2"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,"RACCOON",NA,"2","010CM","NO",NA,"NO",0,0,0,1,0,0,0,0,"BMAC965","9599","123.17","Deciduous ","SH","23_03_SH_0037.JPG","23_03_SH_0038.JPG","23_03_SH_0039.JPG","23","3","1","1"
"155866865",31428869,"BMAC965",123.17,1,"T0",NA,"list(list(choice = ""HUMAN"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""INTERACTING"")), filters = list()))",1,1,"HUMAN",NA,"1","010CM",NA,NA,"NO",0,0,0,0,1,0,0,0,"BMAC965","9599","123.17","Deciduous ","BC","24_04_BC_0013.JPG","24_04_BC_0014.JPG","24_04_BC_0015.JPG","24","4","1","1"
"155866962",31428767,"BMAC965",123.17,1,"T0",NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,"SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMAC965","9599","123.17","Pine ","WF","22_18_WF_0199.JPG","22_18_WF_0200.JPG","22_18_WF_0201.JPG","22","18","1","1"
"155867132",31429208,"BMAC965",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""2"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"2",NA,"NO","NO","NO",0,0,0,0,0,0,0,1,"BMAC965","9599","123.17","Pine ","WF","33_01_WF_0172.JPG","33_01_WF_0173.JPG","33_01_WF_0174.JPG","33","1","1","1"
"155867245",31428416,"BMAC965",123.17,1,"T0",NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,"NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMAC965","9599","123.17","Deciduous ","DON","14_22_DON_000022.JPG","14_22_DON_000023.JPG","14_22_DON_000024.JPG","14","22","1","1"
"155867384",31428476,"BMAC965",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""YES"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1","010CM","NO","YES","NO",0,0,0,0,0,0,0,1,"BMAC965","9599","123.17","Pine ","DEG","15_14_DEG_000079.JPG","15_14_DEG_000080.JPG","15_14_DEG_000081.JPG","15","14","1","1"
"155867475",31428581,"BMAC965",123.17,1,"T0",NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,"DEERWHITETAILED",NA,"1",NA,"NO","NO","NO",0,0,0,0,0,0,0,1,"BMAC965","9599","123.17","Deciduous ","BC","17_24_BC_000157.JPG","17_24_BC_000158.JPG","17_24_BC_000159.JPG","17","24","1","1"
"155867630",31428328,"BMAC965",123.17,1,"T0",NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"", ""WALKINGRUNNING"")), filters = list()))",1,1,"SQUIRRELGRAY",NA,"1",NA,"NO",NA,"NO",0,0,0,1,0,0,0,1,"BMAC965","9599","123.17","Deciduous ","BC","11_13_BC_000040.JPG","11_13_BC_000041.JPG","11_13_BC_000042.JPG","11","13","1","1"
